id	measurementType	measurementValue	measurementUnit
26fd3b62-aca5-407c-aa75-f85a145d74d0	PTX-2; PTX-2sa; PTX-11		
ea632179-6e08-470e-9979-5c848a76ccd7	PTX-2; PTX-2sa		
b74a1688-1029-4cde-9d11-e1f0d2ce9f78	PTX-2; PTX-2sa		
86680c10-175b-4313-befc-7cc1b3f8c7b2	PTX-2; PTX-2sa		
7084c9af-3707-4597-a6c8-a670071efc1f	YTXs, homoYTXs - Yessotoxins and homoyessotoxins	below 1	pg cell-1
a40c05d6-26ab-47e4-b1b5-8376654855b2	YTX		
747f9177-3f3f-4f06-9366-79d5225ccdce	YTX		
ebd87cd4-c5f7-4165-9ab0-b95f7fefdc74	YTX		
8424144a-4d1c-4040-9f63-98d8552b0704	YTX		
72429741-61a9-4c74-a4b9-bfa0bd1f7e4b	YTX		
15d68d6b-50e3-4d37-b6c2-4c4f9c064346	STX		
3f851ef8-9667-429b-929a-e56aef6b1d51	STX		
8f9b7619-ce7f-466e-8acb-40ed09146c7a	STX		
0f58f7ad-907e-4d75-aded-d9384a456b3b	C1, C2		
ffed9cf0-6f36-4712-994a-815210c55729	C1, C2		
55b1436c-57a4-4b35-bb25-b7e0f814a245	PSP		
e6b8739d-5d56-458f-ae43-984f4fd74ae3	PSP		
72cf1f54-492e-49e3-8e04-17a03a57fae6	PSP		
f786b06e-53a7-4515-af5b-1fd8b676b4be	PSP		
d000fdfb-5c21-43fd-b588-4326b28e8373	PSP		
524c9dea-35d0-4c42-b8da-5e4819ef8fc5	PSP		
8a591d4c-5010-4f9e-9325-30402dc8ed5b	PSP		
dc8c1bbc-7509-4dfc-86b7-d9c534111db2	PSP		
6ac718ea-7abf-4e0f-84f9-5e2b409632cb	PSP		
420705f2-6587-4c64-bf2b-839c5e5c27bd	Ichthyotoxicity		
a1331b89-decb-4cca-b4f3-bf0b6d117a3b	Ichthyotoxicity		
cd5e8180-07a4-46cf-975e-6ce4b6ca6e6f	Ichthyotoxicity		
6c8397e3-c719-439c-8360-a94c21340a69	Ichthyotoxicity		
cdcefdaf-e357-45f3-9b8a-bd842d5504a6	Ichthyotoxicity		
d858b7a2-1214-48a5-b693-3d09289e87c8	Ichthyotoxicity		
db872cb8-20bb-42d8-9fc3-44e2cf58e3b3	Ichthyotoxicity		
be8caabe-2fba-4c88-a452-2eca0b341e24	Ichthyotoxicity		
b0fdf744-a1ff-4d28-b944-f98b467cfd97	Ichthyotoxicity		
7b6fc0f4-722d-40d5-a13a-1be318a8e7b7	Ichthyotoxicity		
a1ee1f0d-0622-441c-90d8-421ef97ac94d	Ichtyotoxicity		
165f64a2-8534-4c84-a9f1-5c0a2211d785	Ichtyotoxicity		
26d29064-66d1-4062-93b3-23ab8f96326c	Ichtyotoxicity		
7fb4811e-2497-488c-a377-6e56641b319e	Ichtyotoxicity		
09a59b6b-7a97-49fd-ba9e-614c14a118a2	Ichtyotoxicity		
860db854-69d5-4019-823d-7357ab56acaa	Ichtyotoxicity		
a075381b-d449-411e-9c05-227f23ac7526	Ichtyotoxicity		
b7418cd0-eed3-4559-ae8f-95921bb41345	PLTX		
3ff24681-40ea-4f6e-a1a9-5dae4cf3594e	Ostreocins            PLTX		
0cfcaf23-5031-40e9-9e89-acb6f62eacf3	OVTX-a, -b, -c, -d and -e		
fc080a36-c599-46ce-a645-a54158df4f0a	OvTX		
4bc36037-3ad0-40d1-b286-79541c1f75ea	OA and Fast acting toxin prorocentrolide		
2f21955f-a6db-40da-8b7e-88de25a7ee4e	OA and Fast acting toxin prorocentrolide		
980364c1-ff0d-4a30-b895-92c462c834a2	DTX-1		
72039e70-69c5-4d6a-b6e3-5e2b7325e3b5	DTX-1		
59fafec5-3970-44c1-890f-d4855f7e064c	OA                    DTX1		
be8a7d82-6ecd-4952-afd4-9e21985f28b5	OA                    DTX1		
c144ee48-d7c5-432a-b777-7f48c0a0f185	OA		
41c28c74-acd2-4090-a996-df7b106d3050	OA and DTX-1		
db2e1fa3-7da7-48c4-adc1-ba29463ebe64	YTX	0.2-0.4	pg cell -1
eb7d8dfe-b87b-4bdd-977d-267eea96ec41	Ytx	51–496 in bivalves   3.2 in plankton	ng g-1                       ngL- 1
ab10ca7e-912f-4871-92d3-eec18f6b7139	YTX	~10	pg cell-1
888dba90-bc4e-4bc0-b0ca-0ca1417fe54c	YTX		
f0ae0769-914a-4d75-b60a-94437216b0d0	YTX		
6d8fee89-057d-4454-a709-41098456b48a	YTX		
d88e66e0-b305-4da4-bdaf-ea849c5ff94a	YTX		
f210a765-8fc0-458e-81f4-b6ae2c67bd71	YTX		
b9e9c74d-5e3d-4538-a6e5-4f93c03b9b5c	Ichthyotoxicity		
e85c162d-baaa-4cc5-a5a8-f783c298e797	Ichthyotoxicity		
5d7626e2-3813-4a80-aea4-f1c61f2d21c5	Ichthyotoxicity		
9e310f17-f76e-4d5d-9dad-be5073d5dce0	Ichthyotoxicity		
4bec1bb4-1e07-4619-9fe7-857229a5d15d	Ichthyotoxicity		
d3f4dfbd-1595-4129-9dae-595261cdaa0c	Ichthyotoxicity		
e4dc500c-56a4-4257-b66a-b5cfd1cd0dbf	Ichthyotoxicity		
590901d4-35dd-47a2-8787-e97e3546c7c2	Ichthyotoxicity		
a8d594b3-cf69-4b66-905c-bcc8b2cfa8e6	Ichthyotoxicity		
5d740aa7-06c6-40a9-a982-8d4506a17bb5	Ichthyotoxicity		
d7f8b346-09df-40e1-9e13-91f48d46e44b	Ichthyotoxicity		
1dc61d78-c8c4-4332-87b6-0a49a2c60f2b	Ichthyotoxicity		
5fcf099c-f584-4643-b63c-b160b341b8e5	DA		
c2ae7937-f0ca-4ea7-99f5-bcf50ce7b357	Domoic acid detected in cultures		
8127d74c-f0b5-431c-9d84-96f16117ba90	Domoic acid detected in cultures		
566d0e83-b1e5-445d-b88b-4abc4ca6391a	Domoic acid detected in cultures		
74d4448e-d7dd-4fa1-a599-a2cfc3645352	Domoic acid detected in cultures		
3b04640b-437f-4fea-bdc5-eb7ab91dfcdf	Domoic acid detected in cultures		
6d58a4d3-0b78-46e9-ab8d-0d7fca73fa7b	DA	198	ng NT−1
cc125504-41b0-455f-8921-f9bf0b602b44	DA	295	ng NT−1
b3d247e9-f641-4766-a033-769d9fd59482	Domoic acid detected in cultures		
4105e129-94a6-4be9-92c7-580bfa71eff5	Domoic acid detected in cultures		
3ecb928f-92b7-4c6b-8855-57602066c479	Domoic acid detected in cultures		
cf8d4189-6be4-4d02-a96b-66b41d86fce1	Domoic acid detected in cultures		
7697ea3a-0183-484f-90be-962e30614949	Domoic acid detected in cultures		
21a8479b-f967-46f2-bb40-3eaf98739c29	DA		
6eeff9e3-5363-4e05-a776-ee0b5fb805d9	DA		
c967da21-cc76-4e59-a1ca-2d516f0200d9	DA		
761eba1d-7f5f-4c40-bd86-890d0909911f	DA		
3a6f15a7-1a76-4971-aeac-28d9ac1738e7	DA		
2daf1435-f3f8-416a-ad4e-0d558ed069b0	DA		
82866eab-4b9e-4df0-98a0-3df839adf322	DA	198	ng NT−1
30d8792e-f013-4c85-8432-c246d7d55dbf	DA		
88ecf337-f4ec-4ece-8d93-a800103502c1	DA		
0a35a714-3277-4322-b597-fc2bc49f1c46	DA		
f9892bec-c72f-4d9c-9dc1-3ff721c45431	quantity	40	cells mL-1
d655025f-5cd5-4465-8688-0025687caf37	quantity	3000	cells mL-1
0bad986b-b929-4bbd-b04d-20da7dc91dbf	quantity	1200	cells mL-2
4af0f321-4750-4537-b390-c0297a3dac3c	quantity	1500	cells mL-3
d838b80f-db3d-4d42-b170-a593a50fa81e	quantity	1800	cells mL-4
a7885f50-0e44-4857-8129-315a4148d0c1	quantity	6000	cells mL-5
e8057932-a747-4c43-8fcf-ff7deddfe65b	quantity	9300 to 45900	cells L-1
db2e1fa3-7da7-48c4-adc1-ba29463ebe64	quantity	330000	cell L-1
